Title,Seasons,Episodes,Country,Premiere Year,Final Year,Original Channel,Channel2,Channel3,Channel4,Channel5,
Top Wing,,52,Canada,2017,2020,Nick Jr.,,,,,
Tortoise Hanba's Stories,,52,China,2006,2008,CCTV,,,,,
Total Drama,,120,Canada,2007,2014,Teletoon,,,,,
Total Drama Presents: The Ridonculous Race,1,26,Canada,2015,2015,Teletoon,Cartoon Network Canada,,,,
Total DramaRama,3,147,"Canada, United States",2018,2022,Teletoon,Cartoon Network,,,,
Totally Spies!,6,156,"Canada, France",2001,2014,TF1,Teletoon,,,,
Totally Tooned In,1,65,United States,1999,2000,Syndication,,,,,
Toxic Crusaders,1,13,US,1991,1993,YTV,Syndication,,,,
Toy Story Toons,1,3,United States,2011,2012,Disney Channel,Disney XD,,,,
Tracey McBean,2,29,Australia,2002,2005,Discovery Kids,,,,,
Trains: The Animated Series,,128,Russia,2012,2017,Karusel,,,,,
Transformers: Botbots,1,10,United States,2022,Present,Netflix,,,,,
Transformers: Cyberverse,3,62,United States,2018,2020,Cartoon Network,,,,,
Transformers: Earthspark,TBA,TBA,United States,2022,2022,Paramount+,,,,,
Transformers: Prime,3,65,United States,2010,2013,The Hub / Hub Network,,,,,
Transformers: Rescue Bots,4,104,United States,2012,2016,The Hub Network,Discovery Family,,,,
Transformers: Rescue Bots Academy,2,104,"Ireland, United States",2019,2021,Discovery Family,,,,,
Transformers: Robots in Disguise,3,71,"United States, Japan",2015,2017,Cartoon Network,,,,,
Transformers: War for Cybertron Trilogy,3,18,United States,2020,2021,Netflix,,,,,
Trash Truck,2,28,United States,2020,Present,Netflix,,,,,
Treasure,1,26,Australia,2001,2001,ABC,,,,,
Tree Fu Tom,5,26,Britain,2012,2016,CBeebies,Discovery Kids,,,,
Trico,TBA,TBA,French,2022,2022,Netflix,,,,,
Triple Z,1,52,France,1998,2000,Nickelodeon,,,,,
Tripping the Rift,,39,"Canada, United States",2004,2007,Teletoon,,,,,
TripTank,,28,United States,2014,2016,Comedy Central,,,,,
Trivia Quest,1,30,United States,2022,Present,Netflix,,,,,
Trollhunters,,52,United States,2016,2018,Netflix,,,,,
Trolls: The Beat Goes On!,8,52,Germany,2018,2019,ZDF,Netflix,,,,
Trolls: TrollsTopia,6,45,Germany,2020,Present,RTL,Hulu,Peacock,,,
Trollz,1,27,United States,2005,2005,Syndication,,,,,
Tron: Uprising,,19,United States,2012,2013,Disney XD,,,,,
Tronquinho e Pão de Queijo,,26,Brazil,2015,2015,Gloob,,,,,
Trotro,2,78,France,2004,2004,Piwi+,France 5,,,,
Truckers,1,13,UK,1992,1992,CITV,,,,,
Trucktown,,40,Canada,2014,2018,Treehouse TV,,,,,
True and the Rainbow Kingdom,3,10,Canada,2017,2019,Netflix,,,,,
Trulli Tales,,52,"Canada, France, Italy",2017,2019,Disney Junior,,,,,
"Trunk Train, Tromba Trem",3,52,Brazil,2011,2017,TV Cultura,TV Brasil,Cartoon Network,Tooncast,,
Tube Mice,1,26,UK,1988,1988,Children's ITV,,,,,
Tuca & Bertie,3,25,United States,2019,Present,Netflix,Adult Swim,,,,
Tugs,1,13,UK,1989,1989,ITV Network,,,,,
Tuiga,,13[35],Brazil,2019,Present,ZooMoo,,,,,
Tumble Leaf,,52,United States,2014,2019,Amazon Video,,,,,
Tupu,,26,"Canada, France",2004,2005,France 3,,,,,
Turbo Dogs,,26,"Canada, New Zealand, United States",2008,2010,Kids' CBC,,,,,
Turbo FAST,3,52,United States,2013,2016,Netflix (Worldwide),Discovery kids (Latin America),Clan (Spain),,,
Turning Mecard,1,52,South Korea,2015,2016,KBS2,,,,,
Turtle Island,1,26,France,1995,1995,Canal Famille,,,,,
Tutenstein,,40,United States,2003,2008,Discovery Kids,,,,,
Twelve Forever,1,25,United States,2019,2019,Netflix,,,,,
"Twinkle, the Dream Being",1,26,US,1993,1993,Syndication,,,,,
Twipsy,1,26,Germany,1999,1999,ZDF,KiKa (Germany),Disney Channel,RAI (Italy),,
Twirlywoos,,50,Britain,2015,2017,CBeebies,,,,,
Two More Eggs,3,90,United States,2015,2017,Disney XD,YouTube,,,,
Ugly Americans,2,31,United States,2010,2011,Comedy Central,,,,,
Ultimate Book of Spells,1,26,Canada,2001,2001,YTV,,,,,
Ultimate Spider-Man,4,104,United States,2012,2017,Disney XD,,,,,
Ultra City Smiths,1,6,United States,2021,Present,AMC,,,,,
Ultraforce,1,13,US,1995,1995,USA Network,,,,,
Uncle Grandpa,5,153,United States,2013,2017,Cartoon Network,,,,,
Underdogs United,1,TBA,Argentina,2022,2022,Discovery Kids,,,,,
Undergrads,1,13,"Canada, United States",2001,2001,MTV,,,,,
Underground Ernie,1,26,Britain,2006,2009,CBeebies,BBC Two,,,,
Undone,,8,United States,2019,Present,Amazon,,,,,
Unicorn: Warriors Eternal,TBA,TBA,United States,2022,2022,Cartoon Network / HBO Max,,,,,
Unikitty,2,70,"Denmark, United States",2017,2020,Cartoon Network,,,,,
Unsupervised,,13,United States,2012,2012,FX,,,,,
Untalkative Bunny,3,39,"Britain, Canada",2001,2003,Teletoon,,,,,
Upin & Ipin,,228,Malaysia,2007,Present,,,,,,
Urban Vermin,,26,Canada,2007,2008,YTV,,,,,
Valt the Wonder Deer,2,104,"China, United States",2016,Present,Tencent Video,,,,,
Vampirina,2,39,"Ireland, United States",2017,2021,Disney Junior,,,,,
Van Pires,1,13,US,1997,1998,The WB,FOX,,,,
VeggieTales,,47,US,1993,Present,Direct-to-Video,,,,,
VeggieTales in the City,,26,United States,2017,2017,Netflix,,,,,
VeggieTales in the House,,52,United States,2014,2016,Netflix,,,,,
Veggietales on TV,,26,United States,2006,2009,NBC,,,,,
VH1 ILL-ustrated,,13,United States,2003,2007,VH1,,,,,
Vic the Viking,2,78,"Australia, France",2013,2013,Network Ten,Eleven,,,,
Victor and Hugo,2,30,UK,1991,1992,Children's ITV,,,,,
Victor and Valentino,,,United States,2019,Present,Cartoon Network,,,,,
Vikingskool,TBA,TBA,France,2022,2022,Okoo,,,,,
Villa Dulce,,26,Spanish (Chile),2004,2006,Canal 13,,,,,
Villainous,1,6,Mexico,2021,Present,Cartoon Network / HBO Max,,,,,
Vindicators 2,1,10,United States,2022,2022,YouTube,,,,,
ViR: The Robot Boy,3,81,India,2013,2016,Hungama TV,,,,,
Virus Attack,,52,Italy,2011,2011,Cartoon Network,,,,,
Visionaries: Knights of the Magical Light,1,13,US,1987,1987,Syndication,,,,,
Viva Piñata,,52,"Canada, United States",2006,2009,YTV,4Kids TV,,,,
Vixen,2,12,United States,2015,2016,CW Seed,,,,,
Voltron Force,1,26,"Canada, United States",2011,2012,Nicktoons,,,,,
Voltron: Legendary Defender,,78,United States,2016,2018,Netflix,,,,,
Voltron: The Third Dimension,2,26,US,1998,2000,First-run syndication,,,,,
Vor-Tech: Undercover Conversion Squad,1,13,US,1996,1996,Syndication,,,,,
Vuelta Por El Universo,1,,Argentina,2012,2012,Pakapaka,,,,,
W.I.T.C.H.,2,52,"France, United States",2004,2006,Disney Channel,,,,,
Wacky Races,,65,United States,2017,2019,Boomerang,,,,,
"Wake, Rattle, and Roll",1,50,US,1990,1991,The Disney Channel,Syndication,,,,
Wakfu,,65,France,2008,Present,France 3,,,,,
Wallace and Gromit,1,4,UK,1989,1989,Channel 4,BBC One,,,,
Wallykazam!,,65,United States,2014,2017,Nick Jr.,,,,,
Walter Melon,2,52,"France, US",1998,1998,Fox Kids,,,,,
Wanda and the Alien,,52,Britain,2014,2015,Channel 5,,,,,
Wander Over Yonder,2,79,United States,2013,2016,Disney Channel,Disney XD,,,,
Wandering Wenda,,26,Canada,2017,Present,CBC Kids,,,,,
Wanderings of Sanmao,,26,China,2006,Present,,,,,,
Watch My Chops,,26,"Britain, France",2003,2006,CBBC,,,,,
Watership Down,3,39,Canada,1999,2001,YTV,CITV,,,,
Watership Down,1,4,"Ireland, Britain",2018,2018,Netflix,,,,,
Waybuloo,,100,"Britain, Canada",2009,2013,CBeebies,Treehouse TV,,,,
Waynehead,1,13,"Canada, US",1996,1997,Kids' WB,,,,,
Wayside,,26,Canada,2005,2008,Teletoon,,,,,
"Wayside, Wayside School",2,26,Canada,2007,2008,Teletoon (Canada),Nickelodeon (United States),,,,
We Baby Bears,1,29,United States,2022,Present,Cartoon Network,,,,,
We Bare Bears,4,140,United States,2015,2019,Cartoon Network,,,,,
We the People,1,10,United States,2021,2021,Netflix,,,,,
We're Lalaloopsy,,13,United States,2017,2017,Netflix,,,,,
Weebles,,10,United States,2005,2005,Direct-to-Video,,,,,
Weird Years,,26,Canada,2006,2006,YTV,,,,,
Weird-Oh's,1,13,"US, Canada",1999,2000,Fox Family,YTV,,,,
Welcome to the Wayne,2,30,"Canada, United States",2017,2019,Nickelodeon,,,,,
What a Cartoon!,1,48,US,1995,1997,Cartoon Network,,,,,
What About Mimi?,3,39,Canada,2000,2003,Teletoon,,,,,
What If...?,1,9,United States,2021,Present,Disney+,,,,,
What-a-Mess,1,13,UK,1990,1990,ITV,,,,,
"What's New, Scooby-Doo?",3,42,United States,2002,2006,Kids' WB,,,,,
What's with Andy?,3,78,"Canada, France, United States",2001,2007,Teletoon,,,,,
What's Your News?,,26,"Australia, Britain, Canada",2009,2010,Kids' CBC,,,,,
Whatever Happened to... Robot Jones?,1,14,United States,2002,2003,Cartoon Network,,,,,
Wheel Squad,2,39,France,2000,2000,M6,,,,,
Where My Dogs At?,,8,United States,2006,2006,MTV2,,,,,
Where on Earth Is Carmen Sandiego?,4,40,US,1994,1999,Fox Kids,,,,,
Where's Chicky?,3,156,France,2014,Present,Gulli,France TV,,,,
Where's Waldo?,,,United States,2019,Present,Universal Kids,Peacock,,,,
Where's Wally?: The Animated Series,1,13,"Canada, US, UK",1991,1991,CBS,,,,,
Wibbly Pig,1,52,Canada,2006,2010,CBeebies,,,,,
Wibbly Pig,,36,Britain,2009,2010,CBeebies,,,,,
Wicked!,1,26,Australia,2001,2001,Seven Network,,,,,
Wide-Eye,,52,Britain,2003,2004,,,,,,
Widget the World Watcher,3,65,US,1990,1992,Syndication,USA Network,,,,
Wiggly Park,1,26,UK,1998,1998,BBC,CBeebies,,,,
Wilbur,,26,Canada,2007,2008,Discovery Kids,TLC,,,,
Wild C.A.T.s,1,13,"US, Canada",1994,1995,CBS,,,,,
Wild Grinders,,52,United States,2012,2015,Nicktoons,,,,,
Wild Instinct,1,52,France,2001,2001,,,,,,
Wild Kratts,6,141,"Canada, United States",2011,Present,TVOntario,PBS Kids,Discovery Kids,,,
Wild Life,1,6,United States,2020,Present,Syfy,,,,,
Wild West C.O.W.-Boys of Moo Mesa,2,26,US,1992,1993,ABC,,,,,
Will and Dewitt,,26,Canada,2007,2008,YTV,,,,,
Willa's Wild Life,1,26,"Canada, France",2008,2010,YTV,,,,,
William's Wish Wellingtons,2,26,UK,1994,1996,BBC One/BBC Two,,,,,
Windfalls,1,26,UK,1989,1989,ITV,,,,,
Wing Commander Academy,1,13,US,1996,1996,USA Network,,,,,
Winston Steinburger and Sir Dudley Ding Dong,,26,"Australia, Canada",2017,2017,Teletoon,,,,,
Winx Club,,104,"Italian, United States (revival)[1]",2004,2019,Rai 2,Nickelodeon,,,,
Winx Club (revived series),4,104,"Italy, United States",2011,2019,Nickelodeon,Rai 2,,,,
Wisdom of the Gnomes,1,26,Spain,1987,1988,TVE1,,,,,
Wish Kid,1,13,US,1991,1991,NBC,,,,,
Wishenpoof!,2,39,"United States, Canada",2015,2019,Amazon Prime Video,,,,,
Wishfart,1,20,Canada,2017,2018,Teletoon,,,,,
Wissper,1,52,"Germany, United Kingdom, Ireland",2015,Present,Channel 5 (United Kingdom),Junior (Germany),,,,
Wizards: Tales of Arcadia,1,10,United States,2020,2020,Netflix,,,,,
Wolf,1,52,France,2020,2020,TF1,,,,,
Wolf Joe,1,10,Canada,2021,Present,TVOKids,,,,,
Wolfboy and the Everything Factory,1,10,British,2021,Present,Apple TV+,,,,,
Wolfoo,3,"1,481",Vietnam,2018,Present,YouTube,,,,,
Wolverine and the X-Men,,26,United States,2009,2009,Nicktoons Network,,,,,
"Wolves, Witches and Giants",4,52,UK,1995,1999,ITV,,,,,
Wonder Pets,,42,United States,2006,2010,Nick Jr.,,,,,
Wonder Showzen,,16,United States,2005,2006,MTV2,,,,,
Woody Woodpecker,2,20,United States,2018,2020,YouTube,,,,,
Woozle & Pip,3,39,Netherlands,2010,2015,KRO,,,,,
Word Party,,39,United States,2016,2021,Netflix,,,,,
WordGirl,,130,United States,2007,2015,PBS Kids Go!/PBS Kids,,,,,
WordWorld,,45,United States,2007,2011,PBS Kids,Discovey Kids,,,,
World of Quest,,26,"Canada, United States",2008,2009,Teletoon,,,,,
World of Winx,,26,Italy,2016,2017,Netflix,,,,,
Wow! Wow! Wubbzy!,2,52,United States,2006,Present,Nick Jr.,Discovery Kids,,,,
Wumpa's World,1,35,Canada,2001,2001,Treehouse TV,,,,,
Wunderkind Little Amadeus,,26,Germany,2006,2006,,,,,,
Wunschpunsch,2,52,"Germany, France, Canada",2000,2002,TF1,,,,,
Wussywat the Clumsy Cat,1,52,"Britain, Canada",2015,2018,CBeebies,,,,,
X-Coração,,26,Brazil,2014,Present,Disney XD,,,,,
X-DuckX,2,78,France,2001,2006,France 3,,,,,
X-Men,5,76,"US, Canada",1992,1997,Fox Kids,,,,,
X-Men: Evolution,4,52,United States,2000,2003,Kids' WB,,,,,
Xavier Riddle and the Secret Museum,1,27,"Canada, United States",2019,Present,PBS Kids,,,,,
Xavier: Renegade Angel,,20,United States,2007,2009,Adult Swim,,,,,
Xcalibur,1,40,"Canada, France",2001,2002,YTV,,,,,
Xiaolin Chronicles,1,26,"France, United States",2013,2015,Disney XD,,,,,
Xiaolin Showdown,3,52,United States,2003,2006,Kids' WB,,,,,
Xyber 9: New Dawn,1,22,US,1999,1999,Fox Kids,,,,,
Yabba-Dabba Dinosaurs,2,26,United States,2021,2022,HBO Max,,,,,
Yakka Dee!,1,30,British,2017,Present,CBeebies,,,,,
Yakkity Yak,1,26,"Australia, Canada",2002,2003,Nickelodeon,,,,,
Yam Roll,,39,"Canada, United States, Germany, Brazil",2006,2006,CBC Television,Toon-A-Vision,Qubo,Cartoon Network,Super RTL,Gloob
Yin Yang Yo!,,62,"Canada, United States",2006,2009,Jetix,Disney XD,,,,
Yo Gabba Gabba!,4,66,United States,2007,2015,Nick Jr.,,,,,
Yo Yogi!,1,13,US,1991,1992,NBC,,,,,
Yoho Ahoy,2,39,Britain,2000,2001,CBeebies,,,,,
Yoko,3,96,"Russia, Spain",2015,Present,RTVE (Spain),Carousel (Russia),Clan (Spain),Nick Jr. (United States),Nat Geo Kids (Latin American),
Yoko! Jakamoko! Toto!,,52,Britain,2003,2005,,,,,,
YOLO: Crystal Fantasy,1,8,United States,2020,2020,Adult Swim,,,,,
YooHoo & Friends,,52,United States,2012,2012,ABC3,Pop,,,,
YooHoo & Friends,,64,South Korea,2009,2015,KBS2 and KBS1,,,,,
YooHoo to the Rescue,3,52[38][39],"Italy, South Korea",2019,2020,Netflix,,,,,
Young Justice,4,98,United States,2010,2022,Cartoon Network (seasons 1–2),DC Universe (season 3),HBO Max (season 4),,,
Young Robin Hood,2,26,"Canada, US",1991,1992,Syndication,,,,,
Yum Yum & You,1,7,United States,2012,2012,,,,,,
Yummy Toonies,1,104,France,2010,2010,Gulli,,,,,
Yvon of the Yukon,3,52,Canada,1999,2004,YTV,,,,,
Zack & Quack,,52,"Britain, Israel, South Korea",2014,2017,Nick Jr.,,,,,
Zak Storm,,13,"France, Indonesia, Italy, South Korea, United States",2016,Present,Canal J,,,,,
Zazoo U,1,13,US,1990,1991,Fox Kids,,,,,
Zeke's Pad,,26,"Australia, Canada",2008,2008,Seven Network,YTV,,,,
Zentrix,,,"Hong Kong, Japan",2003,2003,,,,,,
Zeroman,3,39,Canada,2004,2005,Teletoon,,,,,
Zevo-3,1,26,United States,2010,2011,Nicktoons,,,,,
Zica and the Chameleons,,26,Brazil,2014,2015,Nickelodeon,,,,,
Zig & Sharko,3,234,France,2010,2020,Canal+,TF1,Gulli,Boomerang Africa,Disney XD (season 2),
Zig and Zag,,26,"Britain, Ireland",2016,2016,CBBC,RTÉjr,,,,
Zip Zip,2,104,France,2015,Present,France 3,Disney Channel,,,,
Zoboomafoo,2,65,US,1999,2001,PBS Kids,,,,,
Zokie Sparkleby,TBA,TBA,"United States, Canada",2022,2022,Nickelodeon,,,,,
Zombiedumb,2,112,South Korea,2015,2019,KBS1,Disney Channel (South Korea),Netflix,,,
Zoobabu,,104,Spain,2011,2011,,,,,,
Zoonicorn,TBA,TBA,Canada,2021,2021,TBA,,,,,
Zootopia+,1,6,United States,2022,2022,Disney+,,,,,
Zorro: Generation Z,,26,Britain,2006,2006,Pop,,,,,
Zorro: The Chronicles,,26,France,2016,Present,France 3,,,,,
Zou,3,36,France,2012,2013,Disney Junior,Disney Channel,,,,
Zouk,TBA,TBA,France,2021,2021,Canal+ Kids,,,,,
Zumbastico Fantástico,1,20,Chile,2011,2012,TVN,Cartoon Network,,,,
